combination_index,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,q13,q14,q15,answer_signature,selected_option_ids,top_idol_id,top_idol_name,score,confidence,matched_tags,top_user_tags
15732480,A,A,A,D,D,A,A,A,A,D,D,A,A,A,A,AAADDAAAADDAAAA,visual-01-a|visual-03-a|stage-a|stage-03-d|works-01-d|works-03-a|personality-01-a|personality-03-a|companionship-01-a|companionship-03-d|contrast-01-d|contrast-04-a|spend-01-a|interaction-a|interaction-05-a,winter-金旼炡,Winter 金旼炡,73,63,清冷|实力派|舞台型|反差型|明媚,舞台型|热血|清冷|实力派|温柔|陪伴型|反差型|安利型
15994688,A,A,A,D,D,B,A,A,A,D,D,B,A,A,A,AAADDBAAADDBAAA,visual-01-a|visual-03-a|stage-a|stage-03-d|works-01-d|works-03-b|personality-01-a|personality-03-a|companionship-01-a|companionship-03-d|contrast-01-d|contrast-04-b|spend-01-a|interaction-a|interaction-05-a,刘耀文,刘耀文,71,57,热血|养成系|舞台型,舞台型|热血|实力派|温柔|陪伴型|清冷|线下应援型|饭圈互动型
16256896,A,A,A,D,D,C,A,A,A,D,D,C,A,A,A,AAADDCAAADDCAAA,visual-01-a|visual-03-a|stage-a|stage-03-d|works-01-d|works-03-c|personality-01-a|personality-03-a|companionship-01-a|companionship-03-d|contrast-01-d|contrast-04-c|spend-01-a|interaction-a|interaction-05-a,winter-金旼炡,Winter 金旼炡,67,59,清冷|实力派|舞台型|反差型|明媚,舞台型|热血|清冷|实力派|温柔|陪伴型|搞笑|综艺型
16519104,A,A,A,D,D,D,A,A,A,D,D,D,A,A,A,AAADDDAAADDDAAA,visual-01-a|visual-03-a|stage-a|stage-03-d|works-01-d|works-03-d|personality-01-a|personality-03-a|companionship-01-a|companionship-03-d|contrast-01-d|contrast-04-d|spend-01-a|interaction-a|interaction-05-a,刘耀文,刘耀文,73,58,热血|养成系|舞台型,舞台型|热血|实力派|养成系|温柔|陪伴型|清冷|综艺型
16781312,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,AABAAAAABAAAAAA,visual-01-a|visual-03-a|stage-01-b|stage-03-a|works-01-a|works-03-a|personality-01-a|personality-03-a|companionship-01-b|companionship-03-a|contrast-01-a|contrast-04-a|spend-01-a|interaction-a|interaction-05-a,檀健次,檀健次,76,68,温柔|舞台型|演员型|陪伴型|反差型|饭圈互动型,舞台型|实力派|温柔|清冷|反差型|安利型|陪伴型|热血
17043521,A,A,B,A,A,B,A,A,B,A,A,B,A,A,B,AABAABAABAABAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-a|works-01-a|works-03-b|personality-01-a|personality-03-a|companionship-01-b|companionship-03-a|contrast-01-a|contrast-04-b|spend-01-a|interaction-a|interaction-05-b,檀健次,檀健次,74,66,温柔|舞台型|演员型|陪伴型|反差型|饭圈互动型,实力派|温柔|演员型|作品型|舞台型|热血|清冷|陪伴型
17305729,A,A,B,A,A,C,A,A,B,A,A,C,A,A,B,AABAACAABAACAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-a|works-01-a|works-03-c|personality-01-a|personality-03-a|companionship-01-b|companionship-03-a|contrast-01-a|contrast-04-c|spend-01-a|interaction-a|interaction-05-b,檀健次,檀健次,71,64,温柔|舞台型|演员型|陪伴型|反差型|饭圈互动型,实力派|温柔|清冷|演员型|作品型|陪伴型|舞台型|反差型
17567937,A,A,B,A,A,D,A,A,B,A,A,D,A,A,B,AABAADAABAADAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-a|works-01-a|works-03-d|personality-01-a|personality-03-a|companionship-01-b|companionship-03-a|contrast-01-a|contrast-04-d|spend-01-a|interaction-a|interaction-05-b,张真源,张真源,73,58,温柔|实力派|养成系,实力派|温柔|清冷|演员型|作品型|陪伴型|养成系|舞台型
17830145,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,AABABAAABABAAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-a|works-01-b|works-03-a|personality-01-a|personality-03-a|companionship-01-b|companionship-03-a|contrast-01-b|contrast-04-a|spend-01-a|interaction-a|interaction-05-b,liz-金志垣,Liz 金志垣,73,56,温柔|实力派,实力派|温柔|清冷|舞台型|反差型|安利型|陪伴型|创作型
18092353,A,A,B,A,B,B,A,A,B,A,B,B,A,A,B,AABABBAABABBAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-a|works-01-b|works-03-b|personality-01-a|personality-03-a|companionship-01-b|companionship-03-a|contrast-01-b|contrast-04-b|spend-01-a|interaction-a|interaction-05-b,liz-金志垣,Liz 金志垣,74,57,温柔|实力派,实力派|温柔|清冷|舞台型|热血|作品型|陪伴型|演员型
18354561,A,A,B,A,B,C,A,A,B,A,B,C,A,A,B,AABABCAABABCAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-a|works-01-b|works-03-c|personality-01-a|personality-03-a|companionship-01-b|companionship-03-a|contrast-01-b|contrast-04-c|spend-01-a|interaction-a|interaction-05-b,liz-金志垣,Liz 金志垣,75,57,温柔|实力派,实力派|温柔|清冷|创作型|陪伴型|舞台型|线下应援型|饭圈互动型
18616769,A,A,B,A,B,D,A,A,B,A,B,D,A,A,B,AABABDAABABDAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-a|works-01-b|works-03-d|personality-01-a|personality-03-a|companionship-01-b|companionship-03-a|contrast-01-b|contrast-04-d|spend-01-a|interaction-a|interaction-05-b,张真源,张真源,78,62,温柔|实力派|养成系,实力派|温柔|清冷|陪伴型|养成系|舞台型|热血|创作型
18878977,A,A,B,A,C,A,A,A,B,A,C,A,A,A,B,AABACAAABACAAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-a|works-01-c|works-03-a|personality-01-a|personality-03-a|companionship-01-b|companionship-03-a|contrast-01-c|contrast-04-a|spend-01-a|interaction-a|interaction-05-b,檀健次,檀健次,72,65,温柔|舞台型|演员型|陪伴型|反差型|饭圈互动型,实力派|温柔|清冷|舞台型|反差型|安利型|陪伴型|搞笑
19141185,A,A,B,A,C,B,A,A,B,A,C,B,A,A,B,AABACBAABACBAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-a|works-01-c|works-03-b|personality-01-a|personality-03-a|companionship-01-b|companionship-03-a|contrast-01-c|contrast-04-b|spend-01-a|interaction-a|interaction-05-b,檀健次,檀健次,72,65,温柔|舞台型|演员型|陪伴型|反差型|饭圈互动型,实力派|温柔|舞台型|演员型|热血|清冷|作品型|陪伴型
19403393,A,A,B,A,C,C,A,A,B,A,C,C,A,A,B,AABACCAABACCAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-a|works-01-c|works-03-c|personality-01-a|personality-03-a|companionship-01-b|companionship-03-a|contrast-01-c|contrast-04-c|spend-01-a|interaction-a|interaction-05-b,jin-金硕珍,Jin 金硕珍,79,65,温柔|搞笑|实力派|综艺型,实力派|温柔|搞笑|清冷|综艺型|陪伴型|舞台型|线下应援型
19665601,A,A,B,A,C,D,A,A,B,A,C,D,A,A,B,AABACDAABACDAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-a|works-01-c|works-03-d|personality-01-a|personality-03-a|companionship-01-b|companionship-03-a|contrast-01-c|contrast-04-d|spend-01-a|interaction-a|interaction-05-b,jin-金硕珍,Jin 金硕珍,78,64,温柔|搞笑|实力派|综艺型,实力派|温柔|搞笑|综艺型|清冷|陪伴型|养成系|舞台型
19927809,A,A,B,A,D,A,A,A,B,A,D,A,A,A,B,AABADAAABADAAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-a|works-01-d|works-03-a|personality-01-a|personality-03-a|companionship-01-b|companionship-03-a|contrast-01-d|contrast-04-a|spend-01-a|interaction-a|interaction-05-b,严浩翔,严浩翔,74,61,实力派|养成系|舞台型|反差型,实力派|温柔|舞台型|清冷|反差型|养成系|安利型|陪伴型
20190017,A,A,B,A,D,B,A,A,B,A,D,B,A,A,B,AABADBAABADBAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-a|works-01-d|works-03-b|personality-01-a|personality-03-a|companionship-01-b|companionship-03-a|contrast-01-d|contrast-04-b|spend-01-a|interaction-a|interaction-05-b,张真源,张真源,72,58,温柔|实力派|养成系,实力派|温柔|舞台型|热血|清冷|养成系|作品型|陪伴型
20452225,A,A,B,A,D,C,A,A,B,A,D,C,A,A,B,AABADCAABADCAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-a|works-01-d|works-03-c|personality-01-a|personality-03-a|companionship-01-b|companionship-03-a|contrast-01-d|contrast-04-c|spend-01-a|interaction-a|interaction-05-b,张真源,张真源,75,60,温柔|实力派|养成系,实力派|温柔|清冷|舞台型|养成系|陪伴型|热血|线下应援型
20714433,A,A,B,A,D,D,A,A,B,A,D,D,A,A,B,AABADDAABADDAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-a|works-01-d|works-03-d|personality-01-a|personality-03-a|companionship-01-b|companionship-03-a|contrast-01-d|contrast-04-d|spend-01-a|interaction-a|interaction-05-b,张真源,张真源,79,63,温柔|实力派|养成系,实力派|温柔|养成系|舞台型|热血|清冷|陪伴型|线下应援型
20976641,A,A,B,B,A,A,A,A,B,B,A,A,A,A,B,AABBAAAABBAAAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-b|works-01-a|works-03-a|personality-01-a|personality-03-a|companionship-01-b|companionship-03-b|contrast-01-a|contrast-04-a|spend-01-a|interaction-a|interaction-05-b,檀健次,檀健次,74,66,温柔|舞台型|演员型|陪伴型|反差型|饭圈互动型,舞台型|清冷|演员型|反差型|实力派|温柔|热血|作品型
21238849,A,A,B,B,A,B,A,A,B,B,A,B,A,A,B,AABBABAABBABAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-b|works-01-a|works-03-b|personality-01-a|personality-03-a|companionship-01-b|companionship-03-b|contrast-01-a|contrast-04-b|spend-01-a|interaction-a|interaction-05-b,檀健次,檀健次,71,64,温柔|舞台型|演员型|陪伴型|反差型|饭圈互动型,演员型|热血|舞台型|作品型|实力派|温柔|清冷|反差型
21501057,A,A,B,B,A,C,A,A,B,B,A,C,A,A,B,AABBACAABBACAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-b|works-01-a|works-03-c|personality-01-a|personality-03-a|companionship-01-b|companionship-03-b|contrast-01-a|contrast-04-c|spend-01-a|interaction-a|interaction-05-b,檀健次,檀健次,70,63,温柔|舞台型|演员型|陪伴型|反差型|饭圈互动型,演员型|清冷|实力派|温柔|舞台型|热血|作品型|反差型
21763265,A,A,B,B,A,D,A,A,B,B,A,D,A,A,B,AABBADAABBADAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-b|works-01-a|works-03-d|personality-01-a|personality-03-a|companionship-01-b|companionship-03-b|contrast-01-a|contrast-04-d|spend-01-a|interaction-a|interaction-05-b,张婧仪,张婧仪,73,63,热血|温柔|养成系|演员型|高级感,演员型|热血|实力派|温柔|舞台型|清冷|作品型|养成系
22025473,A,A,B,B,B,A,A,A,B,B,B,A,A,A,B,AABBBAAABBBAAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-b|works-01-b|works-03-a|personality-01-a|personality-03-a|companionship-01-b|companionship-03-b|contrast-01-b|contrast-04-a|spend-01-a|interaction-a|interaction-05-b,winter-金旼炡,Winter 金旼炡,69,58,清冷|实力派|舞台型|反差型,清冷|实力派|舞台型|温柔|热血|反差型|安利型|演员型
22287681,A,A,B,B,B,B,A,A,B,B,B,B,A,A,B,AABBBBAABBBBAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-b|works-01-b|works-03-b|personality-01-a|personality-03-a|companionship-01-b|companionship-03-b|contrast-01-b|contrast-04-b|spend-01-a|interaction-a|interaction-05-b,王一博,王一博,68,55,清冷|实力派|演员型,热血|实力派|舞台型|清冷|温柔|演员型|作品型|创作型
22549889,A,A,B,B,B,C,A,A,B,B,B,C,A,A,B,AABBBCAABBBCAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-b|works-01-b|works-03-c|personality-01-a|personality-03-a|companionship-01-b|companionship-03-b|contrast-01-b|contrast-04-c|spend-01-a|interaction-a|interaction-05-b,王一博,王一博,68,55,清冷|实力派|演员型,清冷|实力派|温柔|舞台型|创作型|热血|演员型|线下应援型
22812097,A,A,B,B,B,D,A,A,B,B,B,D,A,A,B,AABBBDAABBBDAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-b|works-01-b|works-03-d|personality-01-a|personality-03-a|companionship-01-b|companionship-03-b|contrast-01-b|contrast-04-d|spend-01-a|interaction-a|interaction-05-b,张真源,张真源,69,56,温柔|实力派|养成系,实力派|清冷|温柔|热血|舞台型|养成系|演员型|创作型
23074305,A,A,B,B,C,A,A,A,B,B,C,A,A,A,B,AABBCAAABBCAAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-b|works-01-c|works-03-a|personality-01-a|personality-03-a|companionship-01-b|companionship-03-b|contrast-01-c|contrast-04-a|spend-01-a|interaction-a|interaction-05-b,檀健次,檀健次,71,64,温柔|舞台型|演员型|陪伴型|反差型|饭圈互动型,舞台型|清冷|实力派|温柔|热血|反差型|演员型|安利型
23336513,A,A,B,B,C,B,A,A,B,B,C,B,A,A,B,AABBCBAABBCBAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-b|works-01-c|works-03-b|personality-01-a|personality-03-a|companionship-01-b|companionship-03-b|contrast-01-c|contrast-04-b|spend-01-a|interaction-a|interaction-05-b,檀健次,檀健次,69,63,温柔|舞台型|演员型|陪伴型|反差型|饭圈互动型,热血|演员型|舞台型|实力派|温柔|清冷|作品型|搞笑
23598721,A,A,B,B,C,C,A,A,B,B,C,C,A,A,B,AABBCCAABBCCAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-b|works-01-c|works-03-c|personality-01-a|personality-03-a|companionship-01-b|companionship-03-b|contrast-01-c|contrast-04-c|spend-01-a|interaction-a|interaction-05-b,jin-金硕珍,Jin 金硕珍,71,59,温柔|搞笑|实力派|综艺型,搞笑|清冷|实力派|温柔|舞台型|热血|演员型|综艺型
23860929,A,A,B,B,C,D,A,A,B,B,C,D,A,A,B,AABBCDAABBCDAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-b|works-01-c|works-03-d|personality-01-a|personality-03-a|companionship-01-b|companionship-03-b|contrast-01-c|contrast-04-d|spend-01-a|interaction-a|interaction-05-b,范丞丞,范丞丞,74,64,热血|搞笑|养成系|演员型|综艺型,热血|搞笑|实力派|温柔|舞台型|综艺型|清冷|演员型
24123137,A,A,B,B,D,A,A,A,B,B,D,A,A,A,B,AABBDAAABBDAAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-b|works-01-d|works-03-a|personality-01-a|personality-03-a|companionship-01-b|companionship-03-b|contrast-01-d|contrast-04-a|spend-01-a|interaction-a|interaction-05-b,严浩翔,严浩翔,74,61,实力派|养成系|舞台型|反差型,舞台型|清冷|实力派|热血|温柔|反差型|养成系|安利型
24385345,A,A,B,B,D,B,A,A,B,B,D,B,A,A,B,AABBDBAABBDBAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-b|works-01-d|works-03-b|personality-01-a|personality-03-a|companionship-01-b|companionship-03-b|contrast-01-d|contrast-04-b|spend-01-a|interaction-a|interaction-05-b,刘耀文,刘耀文,72,58,热血|养成系|舞台型,舞台型|热血|实力派|演员型|温柔|清冷|养成系|作品型
24647553,A,A,B,B,D,C,A,A,B,B,D,C,A,A,B,AABBDCAABBDCAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-b|works-01-d|works-03-c|personality-01-a|personality-03-a|companionship-01-b|companionship-03-b|contrast-01-d|contrast-04-c|spend-01-a|interaction-a|interaction-05-b,严浩翔,严浩翔,69,58,实力派|养成系|舞台型|反差型,舞台型|实力派|热血|清冷|温柔|养成系|演员型|线下应援型
24909761,A,A,B,B,D,D,A,A,B,B,D,D,A,A,B,AABBDDAABBDDAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-b|works-01-d|works-03-d|personality-01-a|personality-03-a|companionship-01-b|companionship-03-b|contrast-01-d|contrast-04-d|spend-01-a|interaction-a|interaction-05-b,刘耀文,刘耀文,76,60,热血|养成系|舞台型,热血|舞台型|养成系|实力派|温柔|清冷|演员型|线下应援型
25171969,A,A,B,C,A,A,A,A,B,C,A,A,A,A,B,AABCAAAABCAAAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-c|works-01-a|works-03-a|personality-01-a|personality-03-a|companionship-01-b|companionship-03-c|contrast-01-a|contrast-04-a|spend-01-a|interaction-a|interaction-05-b,檀健次,檀健次,71,64,温柔|舞台型|演员型|陪伴型|反差型|饭圈互动型,清冷|反差型|实力派|温柔|高级感|演员型|作品型|安利型
25434177,A,A,B,C,A,B,A,A,B,C,A,B,A,A,B,AABCABAABCABAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-c|works-01-a|works-03-b|personality-01-a|personality-03-a|companionship-01-b|companionship-03-c|contrast-01-a|contrast-04-b|spend-01-a|interaction-a|interaction-05-b,张婧仪,张婧仪,71,62,热血|温柔|养成系|演员型|高级感,演员型|作品型|实力派|温柔|热血|清冷|高级感|舞台型
25696385,A,A,B,C,A,C,A,A,B,C,A,C,A,A,B,AABCACAABCACAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-c|works-01-a|works-03-c|personality-01-a|personality-03-a|companionship-01-b|companionship-03-c|contrast-01-a|contrast-04-c|spend-01-a|interaction-a|interaction-05-b,lee-know-李旻浩,Lee Know 李旻浩,68,57,清冷|搞笑|实力派|反差型,清冷|实力派|温柔|高级感|搞笑|演员型|作品型|陪伴型
25958593,A,A,B,C,A,D,A,A,B,C,A,D,A,A,B,AABCADAABCADAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-c|works-01-a|works-03-d|personality-01-a|personality-03-a|companionship-01-b|companionship-03-c|contrast-01-a|contrast-04-d|spend-01-a|interaction-a|interaction-05-b,张婧仪,张婧仪,71,62,热血|温柔|养成系|演员型|高级感,实力派|温柔|清冷|高级感|演员型|作品型|养成系|搞笑
26220801,A,A,B,C,B,A,A,A,B,C,B,A,A,A,B,AABCBAAABCBAAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-c|works-01-b|works-03-a|personality-01-a|personality-03-a|companionship-01-b|companionship-03-c|contrast-01-b|contrast-04-a|spend-01-a|interaction-a|interaction-05-b,lee-know-李旻浩,Lee Know 李旻浩,71,59,清冷|搞笑|实力派|反差型,清冷|实力派|温柔|反差型|高级感|安利型|舞台型|陪伴型
26483009,A,A,B,C,B,B,A,A,B,C,B,B,A,A,B,AABCBBAABCBBAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-c|works-01-b|works-03-b|personality-01-a|personality-03-a|companionship-01-b|companionship-03-c|contrast-01-b|contrast-04-b|spend-01-a|interaction-a|interaction-05-b,王一博,王一博,67,54,清冷|实力派|演员型,实力派|清冷|温柔|热血|高级感|作品型|演员型|舞台型
26745217,A,A,B,C,B,C,A,A,B,C,B,C,A,A,B,AABCBCAABCBCAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-c|works-01-b|works-03-c|personality-01-a|personality-03-a|companionship-01-b|companionship-03-c|contrast-01-b|contrast-04-c|spend-01-a|interaction-a|interaction-05-b,lee-know-李旻浩,Lee Know 李旻浩,71,59,清冷|搞笑|实力派|反差型,清冷|实力派|温柔|创作型|高级感|搞笑|陪伴型|线下应援型
27007425,A,A,B,C,B,D,A,A,B,C,B,D,A,A,B,AABCBDAABCBDAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-c|works-01-b|works-03-d|personality-01-a|personality-03-a|companionship-01-b|companionship-03-c|contrast-01-b|contrast-04-d|spend-01-a|interaction-a|interaction-05-b,张真源,张真源,70,56,温柔|实力派|养成系,实力派|清冷|温柔|高级感|养成系|搞笑|热血|陪伴型
27269633,A,A,B,C,C,A,A,A,B,C,C,A,A,A,B,AABCCAAABCCAAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-c|works-01-c|works-03-a|personality-01-a|personality-03-a|companionship-01-b|companionship-03-c|contrast-01-c|contrast-04-a|spend-01-a|interaction-a|interaction-05-b,lee-know-李旻浩,Lee Know 李旻浩,74,61,清冷|搞笑|实力派|反差型,清冷|搞笑|实力派|温柔|反差型|高级感|安利型|舞台型
27531841,A,A,B,C,C,B,A,A,B,C,C,B,A,A,B,AABCCBAABCCBAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-c|works-01-c|works-03-b|personality-01-a|personality-03-a|companionship-01-b|companionship-03-c|contrast-01-c|contrast-04-b|spend-01-a|interaction-a|interaction-05-b,张婧仪,张婧仪,68,60,热血|温柔|养成系|演员型|高级感,搞笑|实力派|温柔|演员型|热血|清冷|高级感|作品型
27794049,A,A,B,C,C,C,A,A,B,C,C,C,A,A,B,AABCCCAABCCCAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-c|works-01-c|works-03-c|personality-01-a|personality-03-a|companionship-01-b|companionship-03-c|contrast-01-c|contrast-04-c|spend-01-a|interaction-a|interaction-05-b,jin-金硕珍,Jin 金硕珍,77,64,温柔|搞笑|实力派|综艺型,搞笑|清冷|实力派|温柔|高级感|综艺型|陪伴型|线下应援型
28056257,A,A,B,C,C,D,A,A,B,C,C,D,A,A,B,AABCCDAABCCDAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-c|works-01-c|works-03-d|personality-01-a|personality-03-a|companionship-01-b|companionship-03-c|contrast-01-c|contrast-04-d|spend-01-a|interaction-a|interaction-05-b,jin-金硕珍,Jin 金硕珍,76,63,温柔|搞笑|实力派|综艺型,搞笑|实力派|温柔|综艺型|清冷|高级感|养成系|热血
28318465,A,A,B,C,D,A,A,A,B,C,D,A,A,A,B,AABCDAAABCDAAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-c|works-01-d|works-03-a|personality-01-a|personality-03-a|companionship-01-b|companionship-03-c|contrast-01-d|contrast-04-a|spend-01-a|interaction-a|interaction-05-b,严浩翔,严浩翔,71,59,实力派|养成系|舞台型|反差型,清冷|实力派|舞台型|温柔|反差型|高级感|养成系|安利型
28580673,A,A,B,C,D,B,A,A,B,C,D,B,A,A,B,AABCDBAABCDBAAB,visual-01-a|visual-03-a|stage-01-b|stage-03-c|works-01-d|works-03-b|personality-01-a|personality-03-a|companionship-01-b|companionship-03-c|contrast-01-d|contrast-04-b|spend-01-a|interaction-a|interaction-05-b,张婧仪,张婧仪,70,61,热血|温柔|养成系|演员型|高级感,实力派|热血|舞台型|温柔|清冷|高级感|养成系|作品型
